,Title,Description
375,"developer, software - Vancouver, BC - Indeed.com","or equivalent experience
Area of Specialization
Networks
Specific Skills
Write, modify, integrate and test software code
Identify and communicate technical problems, processes and solutions
Prepare reports, manuals and other documentation on the status, operation and maintenance of software
Assist in the collection and documentation of user's requirements
Assist in the development of logical and physical specifications
Maintain existing computer programs by making modifications as required
Programming Languages
MySQL
JavaScript
JQuery
Computer and Technology Knowledge
Software development
Personal Suitability
Effective interpersonal skills
Accurate
Excellent oral communication
Excellent written communication
Organized
Analytical"
376,"DevOps Engineer - Victoria, BC - Indeed.com","The Company:
At VertiGIS, we build powerful GIS software. Our portfolio of products, solutions, and services enhance the capabilities of leading mapping software, most notably Esri’s ArcGIS. For decades, professionals have relied upon us to overcome complex technical challenges so that they can make a significant impact in the world.
VertiGIS offers challenging and meaningful careers. Our employees help make a difference in the world through our technologies. We believe every individual contributes to a company’s culture through attitude, interests, and skills. Our teams are comprised of passionate, high-performing individuals that come from a diverse set of educational, cultural, and professional backgrounds. Together we strive to do great work, support each other in growth, and have fun!
The Position:
Over 1,500 organizations around the world rely on Geocortex to design, develop and maintain web-based mapping applications. We believe geographic information over the web can empower people to make better decisions about their lives, society, and the world around us. You can help us make a difference.
DevOps is about moving an organization forward and giving it a technological advantage. We view it as a way to think—a state of mind—and we’re looking for an experienced professional to lead and manage DevOps at VertiGIS.
You’ll be involved in a variety of projects including Cloud deployment, infrastructure management, and automation. You’ll search for ways to shorten development cycles and increase the quality of our releases. If you think you have the skills to match our needs, we'd love to hear from you.
Responsibilities:
Cloud Deployment and Cloud Infrastructure Management
Creating and maintaining a production cloud-based environment for hosting our SaaS products.
Executing staging and production releases of SaaS products.
Interfacing production software with various 3rd party applications and systems.
On-Premises Infrastructure
Deployment strategies into on-premises, enterprise environments for software that is also deployed in the cloud.
Knowledge of on-premises scalability and fault tolerance.
Building and maintaining infrastructure for QA to test on-premises deployments of single and multi-server (clustered) software.
Automation
Developing scripts and programs to automate common build and deployment tasks.
Automated project setup for new developers.
Build Infrastructure Management
Creating teams, builds, and releases in team collaboration environment (currently using Azure DevOps).
Managing environment permissions.
Maintaining build, deployment, and source control software and servers.
Source Code and Development Project Management
Maintaining a successful continuous build and deployment environment for several active projects.
Deployment of company IP to source code escrow.
Creating and managing build definitions and release definitions.
Management of code and package versioning.
Management of version control branch policies and permissions.
Managing a package server (and publishing packages to the package server).
QA Environment
Maintaining infrastructure (physical and virtualized) for manual and automated testing.
Support
Work with the Global IT team to establish appropriate security and privacy standards.
Have on-call responsibilities in rotation with other team members.
Qualifications:
A passion for DevOps
Proven success in a similar role
Experience with information systems and IT operations
Excellent judgment, communication, and problem-solving skills
Ability to prioritize and manage multiple projects from concept to completion
Ability to write both formal code and script
Strong grasp of automation tools
Data management skills
Familiarity with up-to-date privacy and security standards
Proficiency with several of the following technologies: Azure DevOps, Git, VS Code/Visual Studio, TypeScript, .NET (C#), Xamarin, iOS, and Selenium
Our Perks:
Team / Career Growth
Top-notch colleagues that like and respect one another
We listen to peoples' ideas—and act on them
A supportive environment with opportunity for training, professional development, and advancement
Challenging, interesting work
Cutting edge technology that improves the world around us
Bottomless book budget
Company summer and winter parties (that are fun to attend)
Reputation
We're recognized experts in our field—people around the world seek us out
Our clients like us
We're debt-free and profitable
Fair, equitable salaries, a good group benefits program, health spending account, RRSP matching, and profit sharing
Office
A hybrid working model allowing employees to split time between the office and home
A central downtown office location overlooking Victoria's Inner Harbour
An amazing rooftop patio (complete with BBQ)
Secure bike storage and showers
Lunchtime yoga on Wednesdays and Fridays
Thursday lunchtime speakers (with lunch included)
Healthy snacks
Good coffee (we know how important this is)
We’re a great place to build your career.
Our colleagues are great people and make our company the kind of place we enjoy coming to every day. We reward top performers and stay true to our core values. Since 1999, we’ve built our business based on steady, sustainable growth – we’re still growing and our future is bright!
Notes:
To avoid potential formatting issues, we require that you submit your resume and cover letter as PDF files.
We use a recruitment tool to reach out to candidates so please check your inbox to ensure our emails are not being filtered as ""Social"" or ""Promotions"" (our provider has been notified)."
377,"Intern, Engineering Job - Winnipeg, MB - Indeed.com","Posting Title:
SOFTWARE DEVELOPER INTERN (Full time term)
Summary
The candidate will perform tasks related to the design, development, testing and deployment of software. Our flagship product, GrainViz Imaging, originated from the University of Manitoba Electromagnetic Imaging Lab is positioned to revolutionize the grain storage industry. As a Software Developer with Agco Winnipeg you will work on code within our GrainViz Imaging system and related products involving embedded systems, wireless sensor networks and a large variety of Amazon Web Services (AWS) technologies.
Duties and Responsibilities
Design, read, write, and review code
Engage with the software team to brainstorm features and technical solutions
Assist in troubleshooting software operating in a live service environment
Support new product development (NPD) and current product (CP) teams
Essential Skills and Experience
Education
Progress towards a Bachelor of Science degree (or higher) in Computer Science
Qualifications and Experience
Actively involved in an internship program for Computer Science
Experience in or willingness to learn:
ReactJS
TypeScript
Python
AWS tools
Docker
PostgreSQL / sqlite
Git
Software workflow experience using git, CI/CD pipelines with unit testing, integration testing, code review and static analysis tools"
378,Full-Stack Software Engineer - Remote - Indeed.com,"We are a fractional CTO and product development company helping small to large scale startups lead and grow their technical teams. We have a diverse range of clients from IOT, med-tech, AI, social media web applications, e-commerce, mobile applications and many more industries. We are tech stack agnostic and work on a variety of technology stacks including but not limited to Ruby on Rails, Express.js, DJango, Laravel on the back-end and React, ReactNative, Angular or Vue.js on front-end and mobile.
We provide end-to-end product development services including web/cloud, mobile, hardware, and firmware to our clients. Currently we are looking for a senior full-stack software engineer with modern MVC frameworks (Rails, Django, ExpressJS, or Laravel) and modern front end frameworks like React experience to grow our team.
You will have the opportunity to work with a team of highly-skilled, motivated, and experienced software engineers and entrepreneurs. We are well connected to the startup ecosystem of the Toronto-Waterloo corridor and through exposure working with the best startups in the area, you will have the opportunity to grow to one of our fractional CTOs in the future.
Must have:
* Bachelor degree in computer science, software engineering or similar majors
* Minimum 5 years of overall software development experience
* Minimum 3 years experience with modern MVC frameworks (Rails, Django, ExpressJS, or Laravel) and development of complex applications in production
* Minimum 1 year experience with React or similar SPA frameworks
Required skills:
* Experience with backend and front-end automated testing frameworks such as RSpec, Minitest, Jasmine, Enzyme or other similar frameworks
* Familiar with RESTful API design and best practices
* Experience with Postgres, MySQL or other SQL databases
* Ability to implement professional UI/UX designs with pixel-perfect quality
* Experience in Agile development, CI concepts and Git
* HTML5, CSS3, Sass
* Strong knowledge of software development best practices, software architecture, software development patterns, object oriented design, algorithms and data structures
* Excellent written and verbal communication skills
Great to have:
* Devops experience deploying to and maintaining a web application on cloud environments such as Heroku, AWS, Azure or GCloud
Job Types: Full-time, Contract, Permanent
Salary: $80,000.00-$130,000.00 per year
Schedule:
8 hour shift
Work remotely:
Yes"
379,"Full Stack Junior Developer - St. Catharines, ON - Indeed.com","Lifco Hydraulics is currently searching for a Junior Software Developer to join our team.
We are looking for a talented developer with 1+ years of software development experience building scalable web applications. The ideal candidate will have a systems-oriented mindset, a solid understanding of how to design and implement end-to-end software systems.
If you are good at spotting patterns and have a deep understanding of problems, we want to hear from you!
Responsibilities:
Maintain and develop .Net web applications independently using a wide variety of Microsoft technologies
Contribute significantly to code reviews and design sessions
Work directly with colleagues to investigate, troubleshoot, and solve issues
Build new features, troubleshoot software issues and implement bug fixes
Suggest new standards and policies to improve process efficiencies
Support the design & development, continuously monitor, complete maintenance, upgrade, and administration of infrastructure technologies
Skills and Experience Required:
Post-secondary or equivalent education in computer science
1+ years of professional experience developing .NET(C#) web-based applications
Skilled in MS SQL Server Development
Experienced with various web programming languages (HTML/CSS/JavaScript)
Sharp thinking, able to grasp ideas, distinguish priorities and self-manage
Good self-learning, troubleshooting and problem-solving skills
Skills and Experience (Nice to have):
Experience with Azure DevOps
.NET related certification
Experience with or certifications in MongoDB
Previously completed projects in MS.NET Core
Note: Benefits will be available after 3 months probationary period.
Job Types: Full-time, Permanent
Salary: $25.00 per hour
Additional pay:
Overtime pay
Benefits:
Dental care
Extended health care
Life insurance
Vision care
Schedule:
8 hour shift
Application question(s):
Are you legally entitled to work in Canada? - MANDATORY QUESTION
Work remotely:
No"
380,"Dev and Planning Technolgist - Stony Plain, AB - Indeed.com","Job Information
Job Requisition ID: 19294
Ministry: Transportation
Location: Stony Plain
Full or Part-Time: Full Time
Hours of Work: 36.25 hours per week
Regular/Temporary: Ongoing
Scope: Open Competition
Closing Date: November 24, 2021
Classification: Technologist 6
About Us
Alberta Transportation’s mandate is to ensure the transportation system enables Alberta’s economic, social and environmental vitality. With Alberta Transportation, you can engage in a fulfilling career with diverse room to grow. We believe in building careers, providing opportunities for growth within the organization, and strive to provide our staff with a work-life balance.
Role
Are you looking for a challenging opportunity to use your technical skills in a dynamic environment? Are you ready to progress in your land-use planning career? Alberta Transportation has an opportunity for you as Development and Planning Technologist located in the Stony Plain Office.
In this role, you will review and make recommendations on submissions for provincial highway vicinity activities, including subdivisions, developments, utility crossings, land dispositions, road closure procedures, special events, and sign installations. You will be responsible for ensuring safety guidelines are followed and that developments adhere to the long-term goals and plans of the department. You will also conduct field inspections and assist in the preparation of various agreements and plans.
You will be the first line of contact for the general public, developers, municipalities, planning board representatives, and other stakeholders on development issues; therefore, it requires strong relationship building, communication and negotiation skills. Originality and creativity are needed to provide solutions that allow highway area activities to proceed without compromising safety and long term highway planning objectives.
You will join a dedicated and dynamic team of engineering professionals and technologists willing to provide you support and training to broaden your technical knowledge and skills as you embark on your career with the public service.
The activities and responsibilities associated with this position are :-
1. Review and respond to applications/submissions for Roadside Permit, Utility Permit and Sign Permit.
2. Subdivision and planning proposals for Area Structure plan, Subdivision appeals, future highway planning.
3. Activities within highway right of way that includes Access management, filed inspections, sign approvals, traffic accommodation strategies.
4. Approval outside highway rights of way that includes road closures, property dispositions, property purchase.
Qualifications
A university degree in engineering, planning or applied sciences in a related field plus four years experience OR a technical diploma in civil engineering, land-use planning, land management or a related field plus six years of related experience in highway roadside planning, highway design and/or highway construction is required. Direct experience in development control and planning would be considered an asset.
Equivalency will be considered on one to one basis.
APS Competencies
Competencies are behaviors that are essential to reach our goals in serving Albertans. We encourage you to have an in depth understanding of the competencies that are required for this opportunity and to be prepared to demonstrate them during the recruitment process.
The link below will assist you with understanding competencies:
The competencies required to succeed in this position are :
1. Systems Thinking
2. Creative problem Solving
3. Drive for Results
Salary
$2,621.67 to $3,442.53 bi weekly i.e. ( $68,425 to $89,850 per year )
Notes
This is a permanent position based in Stony Plain which is a town in the Edmonton Metropolitan Region of Alberta. This place is known for its many painted murals representing various periods, events and people throughout the town's history. Visit the Stony Plain website at
Travel is required in this position (Upto 25%) so candidates must possess a valid driver’s license.
Links and information on what the GoA has to offer to prospective employees.
Working for the Alberta Public Service –
Pension plans:
Public Service Pension Plan (PSPP) –
Management Employees Pension Plan (MEPP) –
Leadership and mentorship programs
Professional learning and development
Positive workplace culture and work-life balance
The Government of Alberta is implementing a proof of COVID 19 vaccination policy for all Alberta Public Service employees, to improve the health and safety of Alberta Public Service employees and Albertans we serve.
Any candidates in the process for applying for employment with the Government of Alberta, must be able to comply with one of the following:
Proof of COVID 19 vaccination;
If you are a successful candidate and have not provided proof of COVID 19 vaccination, you may select to produce a negative PCR (molecular polymerase chain reaction) or rapid test result, date-stamped within 72 hours of every scheduled work day/shift, on an ongoing basis starting on December 14, 2021. These tests will be paid for by the employee;
Candidates and employees who are unable to get vaccinated based on a protected ground under the Alberta Human Rights Act may request approval for an exemption and accommodation.
How To Apply
If you are not currently an employee with the Government of Alberta, the first step in applying for a job is creating your candidate profile within our online application system,
Existing employees should access the Career tile in 1GX to submit their application in order to be recognized as an internal applicant.
Once you have created your candidate profile, visit the Alberta Public Service job site to apply for jobs at
Applicants are advised to provide information that clearly and concisely demonstrates how their qualifications meet the advertised requirements, including education, experience and relevant examples of required competencies.
Resources for applicants:
It is recommended that applicants who have obtained educational credentials from outside of Canada and have not had them previously assessed, obtain an evaluation of their credentials from the International Qualifications Assessment Service (IQAS)
Closing Statement
This competition may be used to fill future vacancies, across the Government of Alberta, at the same or lower classification level.
We thank all applicants for their interest. All applications will be reviewed to determine which candidates' qualifications most closely match the advertised requirements. Only individuals selected for interviews will be contacted.
If you require any further information on this job posting or a copy of the role profile, and/or require a disability related accommodation during the recruitment process, please contact Samantha Kith at samantha.kith@gov.ab.ca
If this competition is closed as per the closing date noted above, please continue to check"
381,"Programmer - Edmonton, AB - Indeed.com","RUNWITHIT Synthetics (RWI) is adding to our growing Programming team!
Every day at RWI, our team works closely, applying our advanced, AI-driven modelling technology to help our customers solve some of the most challenging issues of our time and the future in the areas of resilience, energy transition, mobility, and space.
Our programmers have a university degree or equivalent in computer science or related field with a computing science focus. Our technology is based in C, Unix/ Linux, shell scripting and involves concepts of data management, databases, security and encryption, clustered execution, super-computing, OpenGL visualization, web services, and various in-house domain-specific modelling and GUI programming languages.
If you are passionate about performance, like running code every day, share an intense curiosity about technology, look forward to solving novel problems of all types, and see the genius in code simplicity, we’d love to chat.
Duties and Responsibilities
Configure and optimize systems, primarily Linux
Set up and run agent-based modelling and clusters, collect results and artifacts
Monitor and maintain continuously running, at scale environments
Design and develop synthetic entities that combine to recreate real-life and what-if scenarios driven by AI, advanced statistics, and scientific calculation
Extend internal APIs and programs for AI, data, clustered execution
Develop in a variety of languages, including C, shell, and domain-specific modelling languages
Interpret data, create compelling visualizations, communicate conclusions and outcomes, propose next steps
Attend daily check-in meetings (virtually on Zoom) with the technical team to provide updates on progress, ask for feedback or support, or receive direction
Adapt to challenging timelines and be flexible to the shifting needs of a fast-paced environment
Share skills, work closely with and support others on the team when needed
Be self-motivated and eager to pick up new skills
Be respectful, inclusive, and collaborative within RWI’s academically and culturally diverse team
The Organization
At RWI, we work remotely but like to get together now and again at the office or on the road. We are a close-knit, hardworking team that values equity, inclusion, and diversity in our workplace. All members of RUNWITHIT are Gender-Based Analysis Plus (GBA+) certified. GBA+ is an analytical process used to assess how diverse women, men, and non-binary people may experience policies, programs, and initiatives. The “plus” in GBA+ acknowledges that GBA goes beyond biological (sex) and socio-cultural (gender) differences and recognizes the multiple identity factors that intersect to make us who we are; race, ethnicity, religion, age, and mental or physical disability. We are also proud members of the Canadian Council for Aboriginal Business.
If you are skilled in programming, like working with a diverse team in a fast-paced environment, and you want to be on the cutting edge of the Synthetic revolution, we’d love to hear from you!
Job Type: Full-time
Salary: $60,000.00-$80,000.00 per year
Schedule:
8 hour shift
Monday to Friday
Work remotely:
Yes"
382,"Devops Engineer IT - Mississauga, ON - Indeed.com","SS&C is a global provider of investment and financial services and software for the financial services and healthcare industries. Named to Fortune 1000 list as top U.S. company based on revenue, SS&C is headquartered in Windsor, Connecticut and has 20,000+ employees in over 90 offices in 35 countries. Some 18,000 financial services and healthcare organizations, from the world's largest institutions to local firms, manage and account for their investments using SS&C's products and services.
Job Description
Supports Windows server infrastructure. Must have knowledge of IBM MQ, Python, Powershell, IIS
Unless explicitly requested or approached by SS&C Technologies, Inc. or any of its affiliated companies, the company will not accept unsolicited resumes from headhunters, recruitment agencies, or fee-based recruitment services. SS&C offers excellent benefits including health, dental, 401k plan, tuition and professional development reimbursement plan. SS&C Technologies is an Equal Employment Opportunity employer and does not discriminate against any applicant for employment or employee on the basis of race, color, religious creed, gender, age, marital status, sexual orientation, national origin, disability, veteran status or any other classification protected by applicable discrimination laws."
383,"Programmer/Analyst (Platform & Security Management) - Waterloo, ON - Indeed.com","Department/Division: Corporate Services/Information Technology Services
Hours of Work: 35 hours per week
Location: Kitchener, ON
Three (3) full-time positions
Join us in shaping the Waterloo Region as world class community
The Region of Waterloo has a mandate to reimagine the future and build a world-class community for all residents, fuelled by a thriving economy. We are a progressive regional government providing critical programs and services that make a difference in our residents' lives every day. From public health, emergency services and long-term care, to community housing, the arts and environment, from transit to planning, and from infrastructure to culture, we build community in so many ways.
Committed to fostering opportunities for current and future generations, the Region of Waterloo is an inclusive, thriving and sustainable region of connected rural and urban communities with global reach. Our mission is to serve, engage and inspire, by delivering quality services to a diverse population of 630,000+, while creating a healthy, collaborative environment of learning, respect and innovation.
This is an organization where employees are valued and it is a place where employees are recognized for their talents. Our employees take pride in the work they do, and understand that what they do improves the lives of the Region’s residents. We promote an environment of diversity, openness, learning and respect where people believe the work they do can make valued contributions to our vision of the future.
Everything we do starts with our people and we are looking for people like you to make our vision a reality.
Click here to learn more about our vision: https://www.regionofwaterloo.ca/en/regional-government/vision-2021.aspx
Your role:
The Programmer/Analyst (Platform & Security Management) is accountable for designing, implementing, maintaining all ITS Infrastructure Platforms as well as monitoring security platform. You will work with other ITS staff to identify, recommend, and implement technology solutions. You will also be responsible for providing secure connectivity to Regional services and staff.
Bring Your Experience to the Region of Waterloo
If you have the knowledge of platform security; system design and analysis; computer development methodologies and programming languages; development tools and automation processes, normally acquired through a related degree/diploma or a combination of related education and experience we would love to hear more about you and talk to you about the role.
Apply Your Knowledge, Skills and Abilities:
To assume the role of Programmer/Analyst (Platform & Security Management), you will have a profile that reflects the following strengths:
Analytical, organizational, technical, and continuous improvement skills.
Works independently to plan and prioritize work.
Ability to deal with interruptions, changing priorities, and manage simultaneous projects.
Communication and human relations skills to participate as an effective team member.
Ability to keep knowledge and skill current though continuous learning.
Ability to flex schedule to meet deadlines, respond to system issues, and provide support to extended and 24/7 operations.
Ability to travel within and occasionally outside Waterloo Region.
Ability to support and demonstrate the Region’s values.
In addition to offering a competitive compensation package, we have a strong focus on health and wellness, including fitness facilities and family-focused benefits. The salary of this position ranges from $73,964.80 - $92,456.00 per annum (Grade: 5 on the management/management support wage scale).
Please apply online, by the closing date
Nov 18, 2021
quoting competition number
2021-2225
."
384,"Software Programmer - Ottawa, ON - Indeed.com","Posted Feb. 2021
Ottawa, CANADA
Software Programmer
Full-Time, 2-3 years’ experience.
Working as part of our product team, your role will be to design, develop, implement and/or test a high quality software product. If you are passionate about programming as it relates to product development, have a high degree of adaptability and can work well with an international team then we would like to talk to you.
Holds a Bachelor of Computer Science degree (or equivalent).
Has exceptional development skills in Django/Python and/or Ionic/Angular.
Has hands-on experience in Git and writing code for unit testing.
Has experience in creating and consuming ODATA REST web APIs.
Has past experience in working with teams across different time zones.
Can work remotely interacting with the team that may be distributed in multiple geographies."
385,"Front End Developer - Remote US/Canada - Toronto, ON - Indeed.com","Reason One is in search of a Front End Developer with great HTML, CSS, JavaScript skills, and a drive to create accesible, user-centric experiences in a collaborative environment.
Your role
Our Front End Developers are responsible for translating designs into HTML, CSS, JavaScript, and web components, then integrating the code into content management systems for a range of web projects. In this role, you will collaborate closely with the creative team, seeing the design through to technical implementation.
This is a mid-level position within our development department. We want to see you take on new challenges, grow your skills and share your knowledge.
How to tell if you’re the right fit
You want all the work you deliver to elevate the user experience—through subtle UI animations, the accessible interface you coded, or the incredibly fast performance of the page. You love collaborating and sharing your expertise, helping to improve and evolve processes along the way. You believe the web is for everyone and know how to make it accessible.
Must haves
3+ years of professional experience in Front End Development
High proficiency with tools of the trade, including: HTML, CSS (SCSS), CSS Grid, Flexbox, JavaScript, WebPack, Git/GitHub, PHP
Experience with React.js and Vue
Ability to code accessible and semantic interfaces
Experience with performance optimization techniques
Have developed sites in a content management system
Have developed WordPress sites including experience building custom themes and plugins for WordPress
Experience working with APIs (REST)
Knowledge of static site generators, Gatsby and GraphQL
Knowledge of component-based design systems
Ability to deliver on multiple projects quickly and efficiently
Ability to communicate clearly with both clients and internal teams
A day in the life
This is a fully remote, work from home position
Candidates must be based in the US or Canada, and work EST hours
Collaborates with cross-border teams
Professional development opportunities like conferences and continuing education including an annual training allowance
Full benefits package includes: extended health, dental, life, long term disability, employee assistance programs and parental leave
Paid Vacation days. 15 days per year
Paid Sick leave. 6 days per year
Paid Volunteer days. 2 days per year
Work from home stipends for internet and home office expenses
FYI
A link to your online portfolio or github account is encouraged. We want to see what you’ve got!
You MUST be currently eligible to work in Canada or the USA. No exceptions.
Applicants with disabilities who are qualified and selected for an interview will be accommodated upon request.
Please, no agencies or recruiters. We’re happy with the recruiters we work with.
Picture yourself here
At Reason One, it’s our mission to help those who do good, do better. That means we seek to partner with purpose-driven brands and organizations — those who strive to change their industry or community in a positive way.
What’s it like to work at Reason One? Simply put, we work with purpose, passion, and a lot of heart. Our values guide the way we work with clients and with each other: We’re team players who deliver quality despite constraints. We’re an agency of self starters, committed to results. And above all else, we’re good humans.
We aim to create a diverse and inclusive environment where every team member feels comfortable bringing their true self to work every day. Join us!"
386,"Software Developer - Montréal, QC - Indeed.com","Note: By applying to this position you will have an opportunity to share your preferred working location from the following:
Waterloo, ON, Canada; Montreal, QC, Canada
.
Minimum qualifications:
Bachelor’s degree or equivalent practical experience.
3 years of software development experience, or 1 year with an advanced degree.
Experience in Java, C/C++, C#, Objective C, Python, JavaScript, or Go.
Experience in web/mobile application development, Unix/Linux environments, distributed/parallel systems, information retrieval, networking, or systems/security software development.
Preferred qualifications:
Master's degree, PhD degree, further education or experience in Computer Science or a related technical field.
Experience with cloud development (AWS, Azure, Watson, etc.).
Experience with kubernetes.
Ability to write in English fluently.
Ability to learn other coding languages as needed.
About the job
Google's software developers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for software developers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our software developers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.
Google aspires to be an organization that reflects the globally diverse audience that our products and technology serve. We believe that in addition to hiring the best talent, a diversity of perspectives, ideas and cultures leads to the creation of better products and services.
Google Cloud provides organizations with leading infrastructure, platform capabilities and industry solutions. We deliver enterprise-grade cloud solutions that leverage Google’s cutting-edge technology to help companies operate more efficiently and adapt to changing needs, giving customers a foundation for the future. Customers in more than 150 countries turn to Google Cloud as their trusted partner to solve their most critical business problems.
Responsibilities
Design, develop, test, deploy, maintain and improve software.
Manage individual project priorities, deadlines and deliverables.
Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form."
387,"CAM Programmer - North Bay, ON - Indeed.com","Job Description:
Boart Longyear is accepting resumes for the role of CAM Programmer based in North Bay, Ontario. In this high-volume production environment, Boart Longyear is committed to high quality, safety, environmental and continuous improvement practices. Applicants should be able to demonstrate shared values in this area.
Job Responsibilities:
Providing production line support including, but not limited to, implementing process improvements, troubleshooting equipment, and addressing operator inquiries.
Generating and modifying manufacturing process documentation and assuring that manufacturing processes and related documentation follow established policies and procedures.
NC & CNC Programming (Development, refinement, trouble-shooting; Prototype Product)
Implement & Track Cost Saving Initiatives
Perform Cycle-time Improvement Studies
Trouble shooting NC programs
Trial new tooling and other process improvements
Champion / support LEAN Manufacturing initiatives
Maintain & update the DNC system Library
Participate in Continuous Improvement measures
Regard Safety as a high priority
Skills:
You will possess the following qualifications/attributes:
Familiar with Fanuc, Okuma, Mazak, Lathes / Mills on horizontal, vertical machine controls
Proficient using CAD/CAM (Mastercam) software to generate 3D solid models and develop NC code.
Read and interpret blueprints.
Strong Math skills
Use of measuring tools
Experience working in a lean manufacturing environment
Experience working in a unionized environment
Proficient Computer skills (Microsoft Office)
Education and Experience
:
College diploma or equivalent
Completion of 2-year engineering or technical related program or 5+ years of directly related experience
Perks, Benefits and Compensation:
We know that talented people are attracted to companies with long term success, an amazing culture. We also know you want a company that provides competitive pay, comprehensive benefits and outstanding career advancement opportunities. We offer:
Strong compensation plan
Competitive Benefit program (Life, Disability, Health & Dental)
Defined Contribution Pension Plan
Robust Vacation Program
About Boart Longyear:
Established in 1890, Boart Longyear is the world’s leading provider of drilling services, drilling equipment and performance tooling for mining and drilling companies with a substantial presence in aftermarket parts and service. The company provides mineral exploration services and drilling products for the global mining industry and has a presence in drilling water exploration, environmental sampling, energy, and oil sands exploration.
The Global Drilling Services division operates for a diverse mining customer base spanning a wide range of commodities, including copper, gold, nickel, zinc, uranium and other metals and minerals. The Global Products division designs, manufactures and sells drilling equipment, performance tooling, down-hole instrumentation and parts and services.
Boart Longyear is headquartered in Salt Lake City, Utah, USA with operations around the globe in 40 countries with 5,000 employees. We are listed on the Australian Securities Exchange in Sydney, Australia (ASX:BLY). More information about Boart Longyear can be found at www.boartlongyear.com . To get Boart Longyear news direct, follow us on Twitter , LinkedIn and Facebook .
Boart Longyear welcomes and encourages applications from people with disabilities. Accommodations are available on request for candidates taking part in all aspects of the selection process as per the guidelines of the Accessibilities for Ontarians with Disabilities Act (AODA).
Auto req ID:
12226BR
Job Code:
370004 Technician 4.10.Hourly
Function:
Manufacturing
Region (Business Group):
NAM
Country:
Canada
State/Province:
Ontario
City:
North Bay"
